0.000000000000000	0	1	1	1	1	1	1	1
0.001072250000000	1	1	1	1	1	1	1	1
0.002507375000000	0	1	1	1	1	1	1	1
0.003076500000000	1	1	1	1	1	1	1	1
0.004511625000000	0	1	1	1	1	1	1	1
0.005080625000000	1	1	1	1	1	1	1	1
0.005513750000000	0	1	1	1	1	1	1	1
0.006078375000000	1	1	1	1	1	1	1	1
0.006511500000000	0	1	1	1	1	1	1	1
0.007076250000000	1	1	1	1	1	1	1	1
0.007509375000000	0	1	1	1	1	1	1	1
0.008074000000000	1	1	1	1	1	1	1	1
0.008507000000000	0	1	1	1	1	1	1	1
0.009071750000000	1	1	1	1	1	1	1	1
0.010511250000000	0	1	1	1	1	1	1	1
0.011075875000000	1	1	1	1	1	1	1	1
0.012515500000000	0	1	1	1	1	1	1	1
0.013080375000000	1	1	1	1	1	1	1	1
0.014520000000000	0	1	1	1	1	1	1	1
0.015084500000000	1	1	1	1	1	1	1	1
0.015517625000000	0	1	1	1	1	1	1	1
0.016082375000000	1	1	1	1	1	1	1	1
0.017517500000000	0	1	1	1	1	1	1	1
0.018086500000000	1	1	1	1	1	1	1	1
0.019521875000000	0	1	1	1	1	1	1	1
0.020090875000000	1	1	1	1	1	1	1	1
0.021526125000000	0	1	1	1	1	1	1	1
0.022095250000000	1	1	1	1	1	1	1	1
0.023530375000000	0	1	1	1	1	1	1	1
0.024099500000000	1	1	1	1	1	1	1	1
0.024532625000000	0	1	1	1	1	1	1	1
0.025097375000000	1	1	1	1	1	1	1	1
0.025530375000000	0	1	1	1	1	1	1	1
0.026095000000000	1	1	1	1	1	1	1	1
0.026519250000000	0	1	1	1	1	1	1	1
0.027084000000000	1	1	1	1	1	1	1	1
0.077669250000000	0	1	1	1	1	1	1	1
0.078741500000000	1	1	1	1	1	1	1	1
0.080181000000000	0	1	1	1	1	1	1	1
0.080745750000000	1	1	1	1	1	1	1	1
0.082185250000000	0	1	1	1	1	1	1	1
0.082749750000000	1	1	1	1	1	1	1	1
0.083182750000000	0	1	1	1	1	1	1	1
0.083751875000000	1	1	1	1	1	1	1	1
0.084180625000000	0	1	1	1	1	1	1	1
0.084749625000000	1	1	1	1	1	1	1	1
0.085178375000000	0	1	1	1	1	1	1	1
0.085747375000000	1	1	1	1	1	1	1	1
0.086176250000000	0	1	1	1	1	1	1	1
0.086745375000000	1	1	1	1	1	1	1	1
0.088180625000000	0	1	1	1	1	1	1	1
0.088749625000000	1	1	1	1	1	1	1	1
0.090184875000000	0	1	1	1	1	1	1	1
0.090753875000000	1	1	1	1	1	1	1	1
0.092189250000000	0	1	1	1	1	1	1	1
0.092754125000000	1	1	1	1	1	1	1	1
0.093187250000000	0	1	1	1	1	1	1	1
0.093756375000000	1	1	1	1	1	1	1	1
0.095191625000000	0	1	1	1	1	1	1	1
0.095756250000000	1	1	1	1	1	1	1	1
0.097195875000000	0	1	1	1	1	1	1	1
0.097760625000000	1	1	1	1	1	1	1	1
0.099200250000000	0	1	1	1	1	1	1	1
0.099764875000000	1	1	1	1	1	1	1	1
0.101200125000000	0	1	1	1	1	1	1	1
0.101769250000000	1	1	1	1	1	1	1	1
0.102202375000000	0	1	1	1	1	1	1	1
0.102767000000000	1	1	1	1	1	1	1	1
0.103200000000000	0	1	1	1	1	1	1	1
0.103764625000000	1	1	1	1	1	1	1	1
0.104189000000000	0	1	1	1	1	1	1	1
0.104758000000000	1	1	1	1	1	1	1	1
0.155341375000000	0	1	1	1	1	1	1	1
0.156409375000000	1	1	1	1	1	1	1	1
0.157849000000000	0	1	1	1	1	1	1	1
0.158418125000000	1	1	1	1	1	1	1	1
0.159853375000000	0	1	1	1	1	1	1	1
0.160422375000000	1	1	1	1	1	1	1	1
