0 2 0
1068 3 1
2508 2 0
3076 3 1
4508 2 0
5080 3 1
6512 2 0
7084 3 1
8516 2 0
9088 3 1
10524 2 0
11092 3 1
12524 2 0
13096 3 1
13524 2 0
14092 3 1
14520 2 0
15088 3 1
15516 2 0
16088 3 1
16516 2 0
17084 3 1
17512 2 0
18080 3 1
18508 2 0
19080 3 1
19512 2 0
20076 3 1
20508 2 0
21080 3 1
22508 2 0
23084 3 1
24512 2 0
25088 3 1
26512 2 0
27080 3 1
77656 2 0
78728 3 1
80168 2 0
80736 3 1
82172 2 0
82740 3 1
84172 2 0
84744 3 1
86180 2 0
86748 3 1
88184 2 0
88752 3 1
90188 2 0
90756 3 1
91184 2 0
91752 3 1
92180 2 0
92752 3 1
93180 2 0
93748 3 1
94176 2 0
94748 3 1
95176 2 0
95744 3 1
96172 2 0
96740 3 1
97168 2 0
97740 3 1
98168 2 0
98736 3 1
100172 2 0
100740 3 1
102172 2 0
102744 3 1
104168 2 0
104740 3 1
155300 2 0
156372 3 1
157808 2 0
158380 3 1
159816 2 0
160384 3 1
161820 2 0
162388 3 1
163824 2 0
164392 3 1
165824 2 0
166396 3 1
167824 2 0
168400 3 1
168828 2 0
169396 3 1
169824 2 0
170396 3 1
170824 2 0
171392 3 1
171820 2 0
172388 3 1
172816 2 0
173388 3 1
173816 2 0
174384 3 1
174812 2 0
175380 3 1
175808 2 0
176380 3 1
177812 2 0
178384 3 1
179816 2 0
180388 3 1
181812 2 0
182384 3 1

